UbicacionID,UbicacionMipsID,EmpresaID,Ubicacion,TipoUbicacion,NombreUbicacion,Latitud,Longitud,Localidad,ProvinciaID,PaisID,ParadaAutorizada
35255,1584,9,Perif. Manuel Avila Camacho,Cliente,102 Santa Monica,0,0,Hab Valle Verde,-2,4,No
35256,1585,9,INSTITUTO POLITECNICO NACIONAL,Cliente,OFFICE DEPOT/ 103 TIENDA LINDAVISTA/ CDMX,19.4895,-99.1342,GUSTAVO A MADERO ,-2,4,Si
35257,1586,9,Avenida Universidad,Cliente,104-Del Valle,19.3685,-99.1667,Del Valle,-2,4,No
35258,1587,9,ISABEL LA CATOLICA ,Cliente,OFFICE DEPOT/ 105 TIENDA TOLUCA/ EDO MEX,19.2852,-99.6428,TOLUCA DE LERDO ,-2,4,Si
35259,1588,9,BLVD BERNARDO QUINTANA ,Cliente,OFFICE DEPOT/ 106 TIENDA/ QUERETARO,20.6162,-100.4052,QUERETARO ,-2,4,Si
35260,1589,9,CTO JUAN PABLO II,Cliente,OFFICE DEPOT/ 107 TIENDA/ PUEBLA,19.0396,-98.2257,BENITO JUAREZ ,-2,4,Si
35261,1590,9,AQUILES SERDAN ,Cliente,OFFICE DEPOT/ 109 TIENDA EL ROSARIO/ CDMX,19.5043,-99.2051,EL ROSARIO ,-2,4,Si
35262,1591,9,Juan Salvador Agraz,Cliente,110-Santa Fe,0,0,Santa Fe,-2,4,No
35263,1592,9,Calz La Viga,Cliente,111-La Viga,0,0,Xopa,-2,4,No
35264,1593,9,GUSTAVO BAZ PRADA ,Cliente,OFFICE DEPOT/ 112 TIENDA GUSTAVO BAZ/ CDMX,19.4948,-99.2267,NAUCALPAN ,-2,4,Si
35265,1594,9,Hamburgo,Cliente,113-Hamburgo Xpress,0,0,Juarez,-2,4,No
35266,1595,9,TEOPANZOLCO,Cliente,OFFICE DEPOT/ 114 TIENDA CUERNAVACA/ MORELOS,18.9237,-99.2211,CUERNAVACA ,-2,4,Si
35267,1596,9,Miguel Angel,Cliente,116-Mixcoac,0,0,Nonoalco,-2,4,No
35268,1597,9,CUAUHTEMOC ,Cliente,OFFICE DEPOT/ 117 TIENDA ACAPULCO/ GUERRERO,16.8593,-99.8934,ACAPULCO ,-2,4,Si
35269,1598,9,Blvd Interlomas,Cliente,118-Interlomas,0,0,Bosque de las Palmas,-2,4,No
35270,1599,9,JUAN JOSE TORRES ,Cliente,OFFICE DEPOT/ 119 TIENDA CELAYA/ GTO,20.5363,-100.8204,CELAYA ,-2,4,Si
35271,1600,9,ANTONIO PEREZ ,Cliente,OFFICE DEPOT/ 120 TIENDA ZARAGOZA/ QUERETARO,20.5809,-100.4136,QUERETARO,-2,4,Si
35272,1601,9,1ro de Mayo,Cliente,121-Cuautitlan,0,0,Ensueños,-2,4,No
35273,1602,9,6 B SUR ,Cliente,OFFICE DEPOT/ 122 TIENDA ZONA DORADA/ PUEBLA,19.0297,-98.2012,LADRILLERA DE BENITEZ ,-2,4,Si
35274,1603,9,COBALTO ,Cliente,OFFICE DEPOT/ 123 TIENDA PEDREGAL/ TLALPAN,19.3046,-99.2216,TLALPAN ,-2,4,Si
35275,1604,9,Cto Puericultores,Cliente,124-Satelite,0,0,Satelite,-2,4,No
35276,1605,9,Patriotismo,Cliente,125-Patriotismo,0,0,San Juan,-2,4,No
35277,1606,9,CALZ TLALPAN ,Cliente,OFFICE DEPOT/ 126 TIENDA TLALPAN/ CDMX,19.2948,-99.1564,HUIPULCO ,-2,4,Si
35278,1607,9,Universidad,Cliente,127-Viveros,0,0,Axotla,-2,4,No
35279,1608,9,VICENTE SEGURA ,Cliente,OFFICE DEPOT/ 128 TIENDA PACHUCA/ HIDALGO,20.1118,-98.7482,PACHUCA DE SOTO ,-2,4,Si
35280,1609,9,LEONA VICARIO ,Cliente,OFFICE DEPOT/ 129 TIENDA METEPEC/ EDO MEX,19.2611,-99.6254,METEPEC ,-2,4,Si
35281,1610,9,Zaragoza,Cliente,133-Zaragoza,0,0,Tepalcates,-2,4,No
35282,1611,9,Jose Lopez Portillo,Cliente,136-Coacalco,0,0,Coacalco Los Arcos,-2,4,No
35283,1612,9,MORELOS ,Cliente,OFFICE DEPOT/ 137 TIENDA PALMAS/ CUERNAVACA,18.9106,-99.2335,CUERNAVACA ,-2,4,No
35284,1613,9,Canal de Miramontes,Cliente,139-Miramontes,0,0,Ciruelos,-2,4,No
35285,1614,9,Gutierrez Zamora,Cliente,140-Las Aguilas,0,0,Las Aguilas,-2,4,No
35286,1615,9,EL PALOMAR,Cliente,OFFICE DEPOT/ 141 TIENDA HUIMILPAN/ QUERETARO,20.5634,-100.3747,QUERETARO ,-2,4,Si
35287,1616,9,Carretera Al Olivo,Cliente,144-Cuajimalpan,0,0,Lomas de Vista Hermosa,-2,4,No
35288,1617,9,CALZ SAN JUAN DE ARAGON ,Cliente,OFFICE DEPOT/ 145 TIENDA SAN JUAN/ ARAGON,19.4784,-99.0939,GUASTAVO A MADERO,-2,4,Si
35289,1618,9,CALZ OBRERO MUNDIAL ,Cliente,OFFICE DEPOT/ 147 TIENDA PARQUE DELTA/ CDMX,19.4021,-99.1545,BENITO JUAREZ ,-2,4,Si
35290,1619,9,Tlahuac,Cliente,148-Tlahuac,19.3226,-99.0947,Lomas Estrella,-2,4,No
35291,1620,9,CALZ ADOLFO LOPEZ ,Cliente,OFFICE DEPOT/ 149 TIENDA/ TLAXCALA,19.3145,-98.228,OCOTLAN ,-2,4,Si
35292,1621,9,Constituyentes,Cliente,015  Constituyentes,0,0,Mercurio,-2,4,No
35293,1622,9,Eje 5 Norte,Cliente,015 Jiutepec,0,0,CIVAC,-2,4,No
35294,1623,9,Calz Vallejo,Cliente,152-Vallejo,0,0,Nueva Vallejo,-2,4,No
35295,1624,9,REFORMA ,Cliente,OFFICE DEPOT/ 153 TIENDA CUAUTLA/ MORELOS,18.8305,-98.9453,CUAUTLA,-2,4,Si
35296,1625,9,LOMAS VERDES ,Cliente,OFFICE DEPOT/ 157 TIENDA LOMAS VERDES/ EDOMEX,19.5148,-99.2668,NAUCALPAN ,-2,4,Si
35297,1626,9,Zavaleta,Cliente,158-Zavaleta,0,0,Santa Cruz Buenavista,-2,4,No
35298,1627,9,Division del Norte,Cliente,159-Xochimilco,0,0,Amp San Marcos Norte,-2,4,No
35299,1628,9,LAZARO CARDENAS ,Cliente,OFFICE DEPOT/ 160 TIENDA CHILPANCINGO/ GRO,17.5382,-99.4981,CHILPANCINGO ,-2,4,Si
35300,1629,9,Joaquin Gallo,Cliente,161-Ciudad Universitaria,0,0,Insurgentes San Angel,-2,4,No
35301,1630,9,Atlacomulco Toluca,Cliente,162-Alfredo del Mazo,0,0,Las Torres,-2,4,No
35302,1631,9,Carlos Hank Gonzalez,Cliente,163-Avenida Central,0,0,Sagitario 7,-2,4,No
35303,1632,9,Cuauhtemoc,Cliente,165-Ixtapaluca,0,0,Ixtapaluca,-2,4,No
35304,1633,9,ADOLFO LOPEZ MATEOS ,Cliente,OFFICE DEPOT/ 166 TIENDA TEHUACAN/ PUEBLA,18.4638,-97.4085,TEHUACAN ,-2,4,Si
35305,1634,9,JIMENEZ CANTU ,Cliente,OFFICE DEPOT/ 167 TIENDA TEXCOCO/ EDOMEX,19.5051,-98.8809,TEXCOCO,-2,4,Si
35306,1635,9,PONCIANO AGUILAR ,Cliente,OFFICE DEPOT/ 168 TIENDA CELAYA/ GTO,20.5208,-100.8285,CELAYA ,-2,4,Si
35307,1636,9,MEXICO-TEXCOCO,Cliente,OFFICE DEPOT/ 170 TIENDA CHICOLOAPAN/ EDOMEX,19.4279,-98.9114,CUAUTLALPAN,-2,4,Si
35308,1637,9,GEOLOGOS ,Cliente,OFFICE DEPOT/ 173 TIENDA APATLACO/ CDMX,19.3798,-99.1208,IZTAPALAPA ,-2,4,Si
35309,1638,9,CALZ DE LOS JINETES ,Cliente,OFFICE DEPOT/ 174 TIENDA JINETES/ ATIZAPAN,19.5617,-99.2215,CD ADOLFO LOPEZ MATEOS ,-2,4,Si
35310,1639,9,LUIS DONALDO COLOSIO ,Cliente,OFFICE DEPOT/ 175 TIENDA PACHUCA II/ HGO,20.0926,-98.7592,PACHUCA DE SOTO ,-2,4,Si
35311,1640,9,Camino Real a San Lorenzo,Cliente,177-Ermita Iztapalapa,0,0,El Manto,-2,4,No
35312,1641,9,DOMINGO DIEZ,Cliente,OFFICE DEPOT/ 180 TIENDA DOMINGO 10/ MORELOS,18.9649,-99.2387,CUERNAVACA ,-2,4,Si
35313,1642,9,Melchor Ocampo,Cliente,183-La Joya Cuautitlan,0,0,Cuautitlan,-2,4,No
35314,1643,9,Jesus del Monte,Cliente,185-Jesus del Monte Xpress,0,0,Hacienda de las Palmas ,-2,4,No
35315,1644,9,MIGUEL ALEMAN ,Cliente,OFFICE DEPOT/ 186 TIENDA COSTERA/ ACAPULCO,16.8448,-99.8495,ACAPULCO ,-2,4,Si
35316,1645,9,LAZARO CARDENAS ,Cliente,OFFICE DEPOT/ 187 TIENDA TULANCINGO/ HGO,20.0749,-98.3843,TULANCINGO ,-2,4,Si
35317,1646,9,PASEO CENTRAL ,Cliente,OFFICE DEPOT/ 188 TIENDA SAN JUAN RIO/ QRO,20.3859,-99.985,SAN JUAN DEL RIO ,-2,4,Si
35318,1647,9,BLVD LAS NACIONES ,Cliente,OFFICE DEPOT/ 192 TIENDA DIAMANTE/  ACAPULCO,16.7976,-99.8137,ACAPULCO ,-2,4,Si
35319,1648,9,Lomas Verdes,Cliente,193-Boulevar Lomas Verdes,0,0,Boulevares,-2,4,No
35320,1649,9,ADOLFO LOPEZ MATEOS ,Cliente,OFFICE DEPOT/ 195 TIENDA ZINANCATEPEC/ EDOMEX,19.2892,-99.6938,TOLUCA ,-2,4,Si
35321,1650,9,IGUALA- TAXCO ,Cliente,OFFICE DEPOT/ 198 TIENDA IGUALA/ GUERRERO,18.3505,-99.529,IGUALA ,-2,4,Si
35322,1651,9,VIA MORELOS ,Cliente,OFFICE DEPOT/ 199 TIENDA VIA MORELOS/ EDOMEX,19.5813,-99.0407,ECATEPEC ,-2,4,Si
35323,1652,9,FRAY JUNIPERO ,Cliente,OFFICE DEPOT/ 020 TIENDA JURIQUILLA/ QRO,20.6762,-100.4287,JURIQUILLA ,-2,4,Si
35324,1653,9,Calz Independencia Norte,Cliente,201-Calzada Independencia,20.6833,-103.3377,La Perla,-2,4,No
35325,1654,9,Adolfo Lopez Mateos,Cliente,202-Lopez Mateos,0,0,Loma Bonita,-2,4,No
35326,1655,9,JESUS GARCIA ,Cliente,OFFICE DEPOT/ 203 TIENDA AMERICAS/ JALISCO,20.6889,-103.3743,GUADALAJARA ,-2,4,Si
35327,1656,9,MANUEL J CLOUTHIER ,Cliente,OFFICE DEPOT/ 204 TIENDA LEON/ GTO,21.162,-101.6932,LEON ,-2,4,Si
35328,1657,9,MANUEL CLOUTHIER,Cliente,OFFICE DEPOT/ 205 TIENDA CORDILLERAS/ JAL,20.6599,-103.4219,ZAPOPAN ,-2,4,Si
35329,1658,9,INDEPENDENCIA ,Cliente,OFFICE DEPOT/ 206 TIENDA/ AGUASCALIENTES,21.924,-102.2987,AGUASCALIENTES ,-2,4,Si
35330,1659,9,SD,Cliente,S.E. Coahuila,27.2114,-101.9016,SD,-2,4,No
35331,1660,9,MONTERREY-SANTIAGO,Cliente,RYC/ CARNES SELECTAS INC/ MONTERREY,25.618,-100.2814,MONTERREY,-2,4,Si
35332,1661,9,San Martin Texmelucan,Cliente,RYC/ GRUPO CARNICO AMERICA/ TEXMELUCAN PBA,19.2882,-98.443,San Martin Texmelucan,-2,4,Si
35333,1662,9,Aquiles Serdan ,Cliente,Victor Manuel Cervanes  Zapopan Jalisco - Ryc,20.7163,-103.3517,Zapopan Jalisco,-2,4,No
35334,1663,9,Jitomate,Cliente,RYC/ BISTECERA SOL/ MICHOACAN,19.716,-101.1712,Morelia,-2,4,Si
35335,1664,9,Blvrd del Niño Poblano ,Cliente,EXPEDITORS/ ANGELOPOLIS/ PUEBLA,19.0316,-98.2331,Concepción la Cruz,-2,4,Si
35336,1665,9,"Calle 19 444, Cd Industrial",Cliente,RYC/ DISTRIBUIDORA CARNES DEL SUR/ YUCATAN,20.93,-89.6806,Merida,-2,4,Si
35337,1666,9,De la Industria ,Cliente,EXPEDITORS/ PLANTA VENUSTIANO/ CDMX,19.4163,-99.1468,Venustiano Carranza ,-2,4,Si
35338,1667,9,Andrés Quintana Roo,Cliente,EXPEDITORS/ INGENIO SAN RAFAEL/ Q. ROO,18.2757,-88.6839, Javier Rojo Gómez,-2,4,Si
35339,1668,9,NAVOJOA-CD OBRGON,Cliente,ILAS / NUTRIKOWI/ NAVOJOA,27.1916,-109.5519,NAVOJOA,-2,4,Si
35340,1669,9,PRIVADA RENOVACION,Cliente,ILAS / SABRITAS/ CELAYA,20.5064,-100.816,CELAYA,-2,4,Si
35341,1670,9,GONZALO DURAN,Cliente,ILAS / NESTLE/ COATEPEC,19.4591,96.9431,LA ORDUÑA COATEPEC,-2,4,Si
35342,1671,9,SD,Cliente,S.E Campeche,19.8306,-90.5448,SD,-2,4,No
35343,1672,9,PRIVADA 4 ORIENTE,Cliente,"Viansa, Puebla",0,0,LOS REMEDIOS,-2,4,No
35344,1673,9,Calz. Vallejo Industrial Valle,Cliente,COMERCIAL CITY FRESKO,19.4946,-99.1546,Vallejo,-2,4,No
35345,1674,9,Insurgentes,Cliente,RYC/ CARNES VILLAFRANCA/ TAMPICO,22.2451,-97.8478,Ciudad Madero,-2,4,Si
35346,1675,9,Matamoros Poniente,Cliente,"EMPACADORA SILVA, TLAXCALA",19.3107,-97.9239,HUAMANTLA,-2,4,No
35347,1676,9,RICARDO B. ANAYA,Cliente,RYC/ EL INGRATO/ SAN LUIS POTOSI,19.4163,-99.1468,ESTRELLA DE ORIENTE,-2,4,Si
35348,1677,9,BENITO JUAREZ,Cliente,ROSHFRANS/ GOBIERNO/ MIGUEL HIDALGO,19.3907,-99.1436,MIGUEL HIDALGO,-2,4,Si
35349,1678,9,"Nte , Agrícola Pantitlan",Cliente,PISA/ LABORATORIOS PISA/ PANTITLAN,19.4104,-99.064,Iztacalco,-2,4,Si
35350,1679,9,RIVERAS DE ATOYAC,Cliente,PISA/ COMERCIAL DE ALMACENAMIENTO/ OAXACA,17.0934,-96.7561,OAXACA,-2,4,Si
35351,1680,9,Ferrocarril,Cliente,PISA/ VIVERES SANTA ELENA/ OAXACA,17.0618,-96.734,Oaxaca,-2,4,Si
35352,1681,9,SD,Cliente,S.E Queretaro,20.6121,-100.4102,SD,-2,4,No
35353,1682,9,SD,Cliente,S.E. Nuevo León,23.453,-100.0366,SD,-2,4,No
35354,1683,9,sd,Cliente,Benag - Local Puebla,19.04,-98.193,sd,-2,4,No
35355,1684,9,sd,Cliente,Benag - Baja California Sur,25.436,-112.3185,sd,-2,4,No
35356,1685,9,PASEO DE LA REPUBLICA ,Cliente,OFFICE DEPOT/ 207 TIENDA MORELIA/ MICHOACAN,19.6837,-101.1652,MORELIA ,-2,4,Si
35357,1686,9,SD,Cliente,SAN LUIS POTOSI,22.1525,-101.0123,SD,-2,4,No
35358,1687,9,PATRIA ,Cliente,OFFICE DEPOT/ 209 TIENDA PATRIA/ JAL,20.7066,-103.4133,ZAPOPAN ,-2,4,Si
35359,1688,9,ADOLFO LOPEZ MATEOS ,Cliente,OFFICE DEPOT/ 210 TIENDA LEON II/ GTO,21.1173,-101.657,LEON ,-2,4,Si
35360,1689,9,CAMINO A LAS ANIMAS,Cliente,OFFICE DEPOT/ 211 TIENDA IRAPUATO/ GTO,20.6811,-101.3831,IRAPUATO ,-2,4,Si
35361,1690,9,DEL TOREO ,Cliente,OFFICE DEPOT/ 212 TIENDA MAZATLAN/ SINALOA,23.2467,-106.4381,MAZATLAN ,-2,4,Si
35362,1691,9,PUERTO VALLARTA - TEPIC ,Cliente,OFFICE DEPOT/ 213 TIENDA PUERTO VALLARTA/ JAL,20.6356,-105.2317,PUERTO VALLARTA ,-2,4,Si
35363,1692,9,CALZ LA HUERTA ,Cliente,OFFICE DEPOT/ 214-TIENDA LA HUERTA/ MORELIA,19.6791,-101.2175,MORELIA ,-2,4,Si
35364,1693,9,GARCIA SALINAS ,Cliente,OFFICE DEPOT/ 215 TIENDA/ ZACATECAS,22.7556,-102.5371,ZACATECAS ,-2,4,Si
35365,1694,9,FELIPE SEVILLA ,Cliente,OFFICE DEPOT/ 216 TIENDA/ COLIMA,19.2557,-103.7149,COLIMA,-2,4,Si
35366,1695,9,REPUBLICA DEL ECUADOR ,Cliente,OFFICE DEPOT/ 217 TIENDA BLVD/ AGUASCALIENTES,21.8708,-102.2958,AGUASCALIENTES,-2,4,Si
35367,1696,9,LIB DE MAZATLAN ,Cliente,OFFICE DEPOT/ 218 TIENDA TEPIC/ NAYARIT,21.4944,-104.8817,TEPIC ,-2,4,Si
35368,1697,9,JOSE MANUEL ZAVALA ,Cliente,OFFICE DEPOT/ 219 TIENDA/ SAN MIGUEL ALLENDE,20.9031,-100.7286,SAN MIGUEL DE ALLENDE ,-2,4,Si
35369,1698,9,IGNACIO L VALLARTA,Cliente,OFFICE DEPOT/ 220 TIENDA EXPRESS/ VALLARTA,20.6747,-103.3702,GUADALAJARA ,-2,4,Si
35370,1699,9,ADOLFOR LOPEZ MATEOS ,Cliente,OFFICE DEPOT/ 222 TIENDA EL PALOMAR/ JAL,20.5903,-103.4418,LA TIJERA ,-2,4,Si
35371,1700,9,LAZARO CARDENAS ,Cliente,OFFICE DEPOT/ 223 TIENDA URUAPAN/ MICHOACAN,19.4032,-102.0542,URUAPAN ,-2,4,Si
35372,1701,9,JUAN ALONSO DE TORRES ,Cliente,OFFICE DEPOT/ 224 TIENDA LEON III/ GTO,21.1474,-101.6481,LEON ,-2,4,Si
35373,1702,9,FAJA DE ORO ,Cliente,OFFICE DEPOT/ 225 TIENDA SALAMANCA/ GTO,20.5816,-101.2073,SALAMANCA ,-2,4,Si
35374,1703,9,BLVD SAN LUIS ,Cliente,OFFICE DEPOT/ 226 TIENDA CUMBRES/ SLP,22.1336,-100.9294,SAN LUIS POTOSI ,-2,4,Si
35375,1704,9,PASEO DE LAS GARZAS ,Cliente,OFFICE DEPOT/ 227 TIENDA MANZANILLO/ COLIMA,19.1052,-104.3318,MANZANILLO ,-2,4,Si
35376,1705,9,VENUSTIANO CARRANZA ,Cliente,OFFICE DEPOT/ 228 TIENDA CARRANZA/ S.L.P,22.1507,-100.9832,SAN LUIS POTOSI ,-2,4,Si
35377,1706,9,GONZALEZ GALLO ,Cliente,OFFICE DEPOT/ 229 TIENDA MACROPLAZA/ VALLARTA,20.6462,-105.2194,PUERTO VALLARTA ,-2,4,Si
35378,1707,9,MANUEL AVILA CAMACHO ,Cliente,OFFICE DEPOT/ 230 TIENDA PANAMERICANA/ JAL,20.7021,-103.3585,GUADALAJARA ,-2,4,Si
35379,1708,9,REMAL CAMELINAS ,Cliente,OFFICE DEPOT/ 231 TIENDA ALTOZANO/ MORELIA,19.6717,-101.1613,MORELIA ,-2,4,Si
35380,1709,9,FRANCISCO MADERO SUR ,Cliente,OFFICE DEPOT/ 232 TIENDA ZAMORA/ MICHOACAN,19.9735,-102.2933,ZAMORA,-2,4,Si
35381,1710,9,TAMAULIPAS ,Cliente,OFFICE DEPOT/ 233 TIENDA CD VALLES/ S.L.P,21.9847,-99.0103,CD VALLES ,-2,4,Si
35382,1711,9,Rio Nilo,Cliente,234-Rio Nilo,0,0,Villas del Oriente,-2,4,No
35383,1712,9,BELISALIO DOMINGUEZ ,Cliente,OFFICE DEPOT/ 235 TIENDA/ LAZARO CARDENAS,17.9775,-102.2133,LAZARO CARDENAS ,-2,4,Si
35384,1713,9,FERNANDO ARANGUEN,Cliente,OFFICE DEPOT/ 236 TIENDA BELENES/ JAL,20.7386,-103.4008,ZAPOPAN ,-2,4,Si
35385,1714,9,OBLATOS ,Cliente,OFFICE DEPOT/ 237 TIENDA OBLATOS/ JAL,20.6873,-103.296,GUADALAJARA ,-2,4,Si
35386,1715,9,28 PTE ,Cliente,OFFICE DEPOT/ 238 TIENDA BLVD NORTE/ PUEBLA,19.0685,-98.2117,PUEBLA ,-2,4,Si
35387,1716,9,CANTADOR ,Cliente,OFFICE DEPOT/ 239 TIENDA/ GUANAJUATO,21.0178,-101.2623,GUANAJUATO,-2,4,Si
35388,1717,9,DEL SERVIDOR PUBLICO ,Cliente,OFFICE DEPOT/ 241 TIENDA REAL CENTER/ JAL,20.7321,-103.4302,ZAPOPAN ,-2,4,Si
35389,1718,9,TECNOLOGICO ,Cliente,OFFICE DEPOT/ 242 TIENDA/ AGUASCALIENTES,21.8801,-102.2616,AGUASCALIENTES ,-2,4,Si
35390,1719,9,ADOLFO LOPEZ MATEOS ,Cliente,OFFICE DEPOT/ 243 TIENDA ALTACIA/ LEON,21.0926,-101.6263,LEON ,-2,4,Si
35391,1720,9,VIA MALAGA ,Cliente,OFFICE DEPOT/ 301 TIENDA EUGENIO GARZA/ MTY,25.6353,-100.2841,MONTERREY ,-2,4,Si
35392,1721,9,JOSE VASCOCELOS ,Cliente,OFFICE DEPOT/ 302 TIENDA VASCONCELOS/ MTY,25.6523,-100.3467,MONTERREY ,-2,4,Si
35393,1722,9,Universidad,Cliente,"303-Universidad, Monterrey",0,0,Roble 2do Sector,-2,4,No
35394,1723,9,MANUEL BARRAGAN ,Cliente,OFFICE DEPOT/ 308 TIENDA BARRAGAN/ MTY,25.7401,-100.3138,SAN NICOLAS DE LOS GARZA,-2,4,Si
35395,1724,9,DIAGONAL REFORMA ,Cliente,OFFICE DEPOT/ 310 TIENDA TORREON/ COAHUILA,25.5482,-103.4207,TORREON ,-2,4,Si
35396,1725,9,ALEJANDRO DE RODAS ,Cliente,OFFICE DEPOT/ 311 TIENDA CUMBRES/ MTY,25.7292,-100.3913,MONTERREY ,-2,4,Si
35397,1726,9,PERIF LUIS ECHEVERRIA ,Cliente,OFFICE DEPOT/ 312 TIENDA SALTILLO/ COAHUILA,25.4425,-100.9798,SALTILLO ,-2,4,Si
35398,1727,9,Humberto Lobo,Cliente,OFFICE DEPOT/ 313 TIENDA SAN PEDRO/ N.L,25.6634,-100.3833,SAN PEDRO GARZA ,-2,4,Si
35399,1728,9,ABRAHAM LINCON ,Cliente,OFFICE DEPOT/ 314 TIENDA LINCON/ MTY,25.7262,-100.3648,MONTERREY ,-2,4,Si
35400,1729,9,MONTERREY- APODACA ,Cliente,OFFICE DEPOT/ 316 TIENDA CINTADEL/ MTY,25.7283,-100.2146,SAN NICOLAS DE LOS GARZA ,-2,4,Si
35401,1730,9,MIGUEL ALEMAN ,Cliente,OFFICE DEPOT/ 317 TIENDA LINDAVISTA/ MTY,25.6887,-100.2601,MONTERREY ,-2,4,Si
35402,1731,9,COLEGIO MILITAR ,Cliente,OFFICE DEPOT/ 319 TIENDA PIEDRAS NEGRAS/ COA,28.7026,-100.533,PIEDRAS NEGRAS ,-2,4,Si
35403,1732,9,INDEPENDENCIA ,Cliente,OFFICE DEPOT/ 320 TIENDA EL FRESNO/ TORREON,25.5778,-103.4072,TORREON ,-2,4,Si
35404,1733,9,HAROLD R PAPE,Cliente,OFFICE DEPOT/ 322 TIENDA MONCLOVA/ COAH,26.9262,-101.4182,MONCLOVA ,-2,4,Si
35405,1734,9,Matehuaa Monterrey,Cliente,OFFICE DEPOT/ 323 TIENDA SANTA CATARINA/ MTY,25.6762,-100.4461,Santa Catarina,-2,4,Si
35406,1735,9,Perif. Luis Echeverria,Cliente,OFFICE DEPOT/ 325 TIENDA LA NOGALERA/ COAH,25.3906,-100.9962,Valle de Lourdes,-2,4,Si
35407,1736,9,CALLEJON DE MENDOZA ,Cliente,OFFICE DEPOT/ 034 TIENDA CITADINA/ QUERETARO,20.5357,-100.4349,EL PUEBLITO ,-2,4,Si
35408,1737,9,CIUDAD DE MEXICO- CUERNAVACA ,Cliente,OFFICE DEPOT/ 036 TIENDA AVERANDA/ CUERNAVACA,18.936,-99.1924,CUERNAVACA ,-2,4,Si
35409,1738,9,Huesca,Cliente,OFFICE DEPOT/ 390 TIENDA MONTERREY/ N.L,25.7014,-100.2579,Real de Minas,-2,4,Si
35410,1739,9,Bosques del Estado de Mexico,Cliente,003-Los Heores Tecamac,0,0,Tecamac,-2,4,No
35411,1740,9,De lso Reyes Catolicos,Cliente,OFFICE DEPOT/ 401 TIENDA/ VERACRUZ,19.142,-96.1047,De Las Americas,-2,4,Si
35412,1741,9,Paseo Montejo,Cliente,OFFICE DEPOT/ 402 TIENDA MERIDA/ YUCATAN,21.0034,-89.6144,San Antonio,-2,4,Si
35413,1742,9,Xcaret,Cliente,OFFICE DEPOT/ 403 TIENDA CANCUN/ Q.R,21.1562,-86.8259,Capilla Ecumencia,-2,4,Si
35414,1743,9,Adolfo Ruiz Cortines,Cliente,OFFICE DEPOT/ 404 TIENDA VILLAHERMOSA/ TAB,17.9966,-92.9423,Oropeza,-2,4,Si
35415,1744,9,Miguel Hidalgo,Cliente,OFFICE DEPOT/ 405 TIENDA TAMPICO/ TAMPS,22.2758,-97.8729,Flamboyanes,-2,4,Si
35416,1745,9,Las Palmas,Cliente,OFFICE DEPOT/ 406 TIENDA/ COATZACOALCOS,18.1468,-94.4716,Paraiso Coatzacoalcos,-2,4,Si
35417,1746,9,Universidad,Cliente,OFFICE DEPOT/ 407 TIENDA/ OAXACA,17.0406,-96.7111,Valle Esmeralda,-2,4,Si
35418,1747,9,Belisario Dominguez,Cliente,OFFICE DEPOT/ 408 TIENDA/ TUXTLA GUTIERREZ,16.754,-93.1412,Santa Elena,-2,4,Si
35419,1748,9,Insurgentes,Cliente,OFFICE DEPOT/ 409 TIENDA/ CHETUMAL,18.52,-88.3227,Jardines de Payo Obispo,-2,4,Si
35420,1749,9,Concordia,Cliente,OFFICE DEPOT/ 410 TIENDA/ CIUDAD DEL CARMEN,18.6507,-91.8119,Holkan,-2,4,Si
35421,1750,9,Maria Lavalle Urbina,Cliente,OFFICE DEPOT/ 412 TIENDA/ CAMPECHE,19.8529,-90.5314,Area AH,-2,4,Si
35422,1751,9,Hidalgo Ciudad Victoria,Cliente,413-Ciudad Victoria,0,0,Las Huertas,-2,4,No
35423,1752,9,Juan Estrada Torre,Cliente,OFFICE DEPOT/ 415 TIENDA II/ VILLAHERMOSA,17.9782,-92.9382,Primero de Mayo,-2,4,Si
35424,1753,9,Chetumal Cancun,Cliente,OFFICE DEPOT/ 416 TIENDA/ PLAYA DEL CARMEN,20.6285,-87.0824,Centro,-2,4,Si
35425,1754,9,Fortin de las Flroes Cordoba,Cliente,OFFICE DEPOT/ 417 TIENDA CORDOBA/ VERACRUZ,18.8996,-96.9627,Santa Cecilia,-2,4,Si
35426,1755,9,Xalapa Puebla,Cliente,OFFICE DEPOT/ 418 TIENDA XALAPA/ VERACRUZ,19.5279,-96.8978,INMECAFE,-2,4,Si
35427,1756,9,Instituto Tecnologico,Cliente,OFFICE DEPOT/ 419 TIENDA MINATITLAN/ VERACRUZ,17.993,-94.5794,Jardines de Tlacualeya,-2,4,Si
35428,1757,9,Adolfo Ruiz Cortines,Cliente,OFFICE DEPOT/ 420 TIENDA POZA RICA/ VERACRUZ,20.5488,-97.4494,Oscar Torres Pancardo,-2,4,Si
35429,1758,9,Nichupte,Cliente,OFFICE DEPOT/ 421 TIENDA NICHUPTE/ Q.R,21.1406,-86.8555,La Romana,-2,4,Si
35430,1759,9,4a Avenida Sur,Cliente,OFFICE DEPOT/ 422 TIENDA/ TAPACHULA,14.8874,-92.2792,Universitario,-2,4,Si
35431,1760,9,Calle 21,Cliente,OFFICE DEPOT/ 423 TIENDA PLAZA DORADA/ MERIDA,20.9924,-89.6538,Zona Dorada,-2,4,Si
